cond,utt_id,speaker,wer,sub,del,ins,cer,hyp
indextts,8555-292519-0007,8555,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0294117647058823,It is my heart hung in the sky and no clouds ever float  Between the grey flowers and my heart on high.
cosyvoice3,8555-292519-0007,8555,0.0,0.0,0.0,0.0,0.0,it is my heart hung in the sky and no clouds ever float between the grave flowers and my heart on high
real,8555-284449-0007,8555,0.16,0.16,0.0,0.0,0.0567375886524822,now then let's enter the city and enjoy the great feast that's being cooked i'm nearly starving myself for this conquering kingdoms is hard work
f5tts,8555-284449-0007,8555,0.12,0.08,0.0,0.04,0.0425531914893617,now then let's enter the city and enjoy the grand feast that's being cooked i'm nearly starved myself for this conquering kingdoms is hard work  you
xtts,8555-284449-0007,8555,0.12,0.12,0.0,0.0,0.0283687943262411,"Now then, let's enter the city and enjoy the grand feast that's being cooked.  I nearly starved myself for this conquering kingdoms is hard work."
chatterbox,8555-284449-0007,8555,0.04,0.04,0.0,0.0,0.0070921985815602,now then let's enter the city and enjoy the grand feast that's being cooked i'm nearly starved myself for this conquerin kingdoms is hard work
indextts,8555-284449-0007,8555,0.16,0.12,0.0,0.04,0.0283687943262411,"Now then, let's enter the city and enjoy the grand feast that is being cooked.  I'm nearly starved myself for this conquering kingdoms is hard work."
cosyvoice3,8555-284449-0007,8555,0.08,0.08,0.0,0.0,0.0141843971631205,now then let's enter the city and enjoy the grand feast that's being cooked i'm nearly starved myself for this conquering kingdoms is hard work
real,8555-284449-0020,8555,0.0,0.0,0.0,0.0,0.0,the combined bands of both the countries played the music and a fine supper was served
f5tts,8555-284449-0020,8555,0.0,0.0,0.0,0.0,0.0,"The combined bands of both the countries played the music, and a fine supper was served."
xtts,8555-284449-0020,8555,0.0,0.0,0.0,0.0,0.0,"The combined bands of both the countries played the music, and a fine supper was served."
chatterbox,8555-284449-0020,8555,0.0,0.0,0.0,0.0,0.0,The combined bands of both the countries played the music and a fine supper was served.
indextts,8555-284449-0020,8555,0.0,0.0,0.0,0.0,0.0,"The combined bands of both the countries played the music, and a fine supper was served."
cosyvoice3,8555-284449-0020,8555,0.0,0.0,0.0,0.0,0.0,The combined bands of both the countries played the music and a fine supper was served.
real,8555-284447-0004,8555,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0210526315789473,as soon as they entered the room of the great knife the boolaroo gave a yell of disappointment
f5tts,8555-284447-0004,8555,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0421052631578947,"As soon as they entered the room of the great knife, the bularoo gave a yell of disappointment."
xtts,8555-284447-0004,8555,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0421052631578947,"As soon as they entered the room of the great knife, the bularoo gave a yell of disappointment."
chatterbox,8555-284447-0004,8555,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0421052631578947,"As soon as they entered the room of the great knife, the bularoo gave a yell of disappointment."
indextts,8555-284447-0004,8555,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0421052631578947,"As soon as they entered the room of the great knife, the bularoo gave a yell of disappointment."
cosyvoice3,8555-284447-0004,8555,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0421052631578947,"As soon as they entered the room of the great knife, the bularoo gave a yell of disappointment."
real,8555-284449-0016,8555,0.0,0.0,0.0,0.0,0.0,as a private citizen i shall be a model of deportment because it would be dangerous to be otherwise
f5tts,8555-284449-0016,8555,0.0,0.0,0.0,0.0,0.0,as a private citizen i shall be a model of deportment because it would be dangerous to be otherwise
xtts,8555-284449-0016,8555,0.0,0.0,0.0,0.0,0.0,"As a private citizen, I shall be a model of deportment because it would be dangerous to be otherwise."
chatterbox,8555-284449-0016,8555,0.0,0.0,0.0,0.0,0.0,"As a private citizen, I shall be a model of deportment, because it would be dangerous to be otherwise."
indextts,8555-284449-0016,8555,0.0,0.0,0.0,0.0,0.0,as a private citizen i shall be a model of deportment because it would be dangerous to be otherwise
cosyvoice3,8555-284449-0016,8555,0.0,0.0,0.0,0.0,0.0,as a private citizen i shall be a model of deportment because it would be dangerous to be otherwise
real,8555-284447-0003,8555,0.0,0.0,0.0,0.0,0.0,but cap'n bill made no such attempt knowing it would be useless
f5tts,8555-284447-0003,8555,0.0,0.0,0.0,0.0,0.0,But Cap'n Bill made no such attempt knowing it would be useless.
xtts,8555-284447-0003,8555,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0476190476190476,"but Captain Bill made no such attempt, knowing it would be useless."
chatterbox,8555-284447-0003,8555,0.0,0.0,0.0,0.0,0.0,But Cap'n Bill made no such attempt knowing it would be useless.
indextts,8555-284447-0003,8555,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0476190476190476,but Captain Bill made no such attempt knowing it would be useless.
cosyvoice3,8555-284447-0003,8555,0.0,0.0,0.0,0.0,0.0,But Cap'n Bill made no such attempt knowing it would be useless.
real,1188-133604-0033,1188,0.0,0.0,0.0,0.0,0.0,"Every plant in the grass is set formally, grows perfectly, and may be realized completely."
f5tts,1188-133604-0033,1188,0.0,0.0,0.0,0.0,0.0,Every plant in the grass is set formally grows perfectly and may be realized completely
xtts,1188-133604-0033,1188,0.0,0.0,0.0,0.0,0.0,"Every plant in the grass is set formally grows perfectly, and may be realized completely."
chatterbox,1188-133604-0033,1188,0.0,0.0,0.0,0.0,0.0,"Every plant in the grass is set, formally grows perfectly, and may be realized completely."
indextts,1188-133604-0033,1188,0.0,0.0,0.0,0.0,0.0,Every plant in the grass is set formally grows perfectly and may be realized completely
cosyvoice3,1188-133604-0033,1188,0.0,0.0,0.0,0.0,0.0,"Every plant in the grass is set formally, grows perfectly, and may be realized completely."
real,1188-133604-0022,1188,0.0344827586206896,0.0,0.0,0.0344827586206896,0.03125,you must look at him in the face fight him conquer him with what scathe you may you need not think to keep out of the way of him  you
f5tts,1188-133604-0022,1188,0.0,0.0,0.0,0.0,0.0,you must look at him in the face fight him conquer him with what scathe you may you need not think to keep out of the way of him
xtts,1188-133604-0022,1188,0.0,0.0,0.0,0.0,0.0,"You must look at him in the face, fight him, conquer him, with what scathe you may.  You need not think to keep out of the way of him."
chatterbox,1188-133604-0022,1188,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0234375,you must look him in the face fight him conquer him with what scathe you may you need not think to keep out of the way of him
indextts,1188-133604-0022,1188,0.0,0.0,0.0,0.0,0.0,"You must look at him in the face, fight him, conquer him, with what scathe you may you need not think to keep out of the way of him."
cosyvoice3,1188-133604-0022,1188,0.0,0.0,0.0,0.0,0.0,you must look at him in the face fight him conquer him with what scathe you may you need not think to keep out of the way of him
real,1188-133604-0013,1188,0.0,0.0,0.0,0.0,0.0,"It must, remember, be one or the other."
f5tts,1188-133604-0013,1188,0.125,0.125,0.0,0.0,0.1111111111111111,They must remember be one or the other.
xtts,1188-133604-0013,1188,0.0,0.0,0.0,0.0,0.0,It must remember be one or the other.
chatterbox,1188-133604-0013,1188,0.0,0.0,0.0,0.0,0.0,It must remember be one or the other.
indextts,1188-133604-0013,1188,0.0,0.0,0.0,0.0,0.0,It must remember be one or the other.
cosyvoice3,1188-133604-0013,1188,0.0,0.0,0.0,0.0,0.0,it must remember be one or the other
real,1188-133604-0040,1188,0.0,0.0,0.0,0.0,0.0,The crampness and the poverty are all intended.
f5tts,1188-133604-0040,1188,0.0,0.0,0.0,0.0,0.0,The crampness and the poverty are all intended.
xtts,1188-133604-0040,1188,0.0,0.0,0.0,0.0,0.0,The crampness and the poverty are all intended.
chatterbox,1188-133604-0040,1188,0.0,0.0,0.0,0.0,0.0,The crampness and the poverty are all intended.
indextts,1188-133604-0040,1188,0.0,0.0,0.0,0.0,0.0,The crampness and the poverty are all intended.
cosyvoice3,1188-133604-0040,1188,0.0,0.0,0.0,0.0,0.0,The crampness and the poverty are all intended.
real,1188-133604-0025,1188,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0,0.0252100840336134,You know I've just been telling you how this school of materialism and clay involved itself at last in cloud and fire.
f5tts,1188-133604-0025,1188,0.0,0.0,0.0,0.0,0.0,"You know, I have just been telling you how this school of materialism, and clay involved itself at last in cloud and fire,"
xtts,1188-133604-0025,1188,0.0,0.0,0.0,0.0,0.0,You know I have just been telling you how this school of materialism and clay  involved itself at last in Cloud and Fire.
chatterbox,1188-133604-0025,1188,0.0,0.0,0.0,0.0,0.0,you know i have just been telling you how this school of materialism and clay involved itself at last in cloud and fire
indextts,1188-133604-0025,1188,0.0,0.0,0.0,0.0,0.0,"You know, I have just been telling you how this school of materialism and clay involved itself at last in cloud and fire."
cosyvoice3,1188-133604-0025,1188,0.0,0.0,0.0,0.0,0.0,you know i have just been telling you how this school of materialism and clay involved itself at last in cloud and fire
real,1188-133604-0039,1188,0.0,0.0,0.0,0.0,0.0,it has no beauty whatsoever no specialty of picturesqueness and all its lines are cramped and poor
f5tts,1188-133604-0039,1188,0.0,0.0,0.0,0.0,0.0,It has no beauty whatsoever no specialty of picturesqueness and all its lines are cramped and poor
xtts,1188-133604-0039,1188,0.0,0.0,0.0,0.0,0.0,"It has no beauty whatsoever, no specialty of picturesqueness, and all its lines are cramped and poor."
chatterbox,1188-133604-0039,1188,0.0,0.0,0.0,0.0,0.0,it has no beauty whatsoever no specialty of picturesqueness and all its lines are cramped and poor
indextts,1188-133604-0039,1188,0.0,0.0,0.0,0.0,0.0,"It has no beauty whatsoever, no specialty of picturesqueness, and all its lines are cramped  and poor."
cosyvoice3,1188-133604-0039,1188,0.0,0.0,0.0,0.0,0.0,it has no beauty whatsoever no specialty of picturesqueness and all its lines are cramped and poor
real,1188-133604-0029,1188,0.0,0.0,0.0,0.0,0.0,only there are two sorts of cloud and fire
f5tts,1188-133604-0029,1188,0.0,0.0,0.0,0.0,0.0,Only there are two sorts of cloud and fire.
xtts,1188-133604-0029,1188,0.0,0.0,0.0,0.0,0.0,only there are two sorts of cloud and fire.
chatterbox,1188-133604-0029,1188,0.0,0.0,0.0,0.0,0.0,Only there are two sorts of cloud and fire.
indextts,1188-133604-0029,1188,0.0,0.0,0.0,0.0,0.0,Only there are two sorts of cloud and fire.
cosyvoice3,1188-133604-0029,1188,0.0,0.0,0.0,0.0,0.0,Only there are two sorts of cloud and fire.
real,1188-133604-0043,1188,0.0,0.0,0.0,0.0,0.0,see that your lives be in nothing worse than a boy's climbing for his entangled kite
f5tts,1188-133604-0043,1188,0.0,0.0,0.0,0.0,0.0,see that your lives be in nothing worse than a boy's climbing for his entangled kite
xtts,1188-133604-0043,1188,0.0,0.0,0.0,0.0,0.0,See that your lives be in nothing worse than a boy's climbing for his entangled kite.
chatterbox,1188-133604-0043,1188,0.0625,0.0625,0.0,0.0,0.0119047619047619,See that your lies be in nothing worse than a boy's climbing for his entangled kite.
indextts,1188-133604-0043,1188,0.0,0.0,0.0,0.0,0.0,See that your lives be in nothing worse than a boy's climbing for his entangled kite.
cosyvoice3,1188-133604-0043,1188,0.0,0.0,0.0,0.0,0.0,See that your lives be in nothing worse than a boy's climbing for his entangled kite.
real,1188-133604-0014,1188,0.0,0.0,0.0,0.0,0.0,"Do not, therefore, think that the Gothic school is an easy one."
f5tts,1188-133604-0014,1188,0.0,0.0,0.0,0.0,0.0,Do not therefore think that the Gothic school is an easy one.
xtts,1188-133604-0014,1188,0.0,0.0,0.0,0.0,0.0,Do not therefore think that the Gothic school is an easy one.
chatterbox,1188-133604-0014,1188,0.0,0.0,0.0,0.0,0.0,do not therefore think that the gothic school is an easy one
indextts,1188-133604-0014,1188,0.0,0.0,0.0,0.0,0.0,"Do not, therefore, think that the Gothic school is an easy one."
cosyvoice3,1188-133604-0014,1188,0.0,0.0,0.0,0.0,0.0,Do not therefore think that the gothic school is an easy one
real,1188-133604-0036,1188,0.0,0.0,0.0,0.0,0.0,"In both these high, mythical subjects, the surrounding nature, though suffering, is still dignified and beautiful."
f5tts,1188-133604-0036,1188,0.0,0.0,0.0,0.0,0.0,In both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
xtts,1188-133604-0036,1188,0.0,0.0,0.0,0.0,0.0,"In both these high mythical subjects, the surrounding nature, though suffering, is still dignified and beautiful."
chatterbox,1188-133604-0036,1188,0.0,0.0,0.0,0.0,0.0,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
indextts,1188-133604-0036,1188,0.0,0.0,0.0,0.0,0.0,"In both these high mythical subjects, the surrounding nature, though, suffering is still  dignified and beautiful."
cosyvoice3,1188-133604-0036,1188,0.0,0.0,0.0,0.0,0.0,"In both these high mythical subjects, the surrounding nature, though suffering, is still dignified and beautiful."
real,4970-29095-0011,4970,0.0,0.0,0.0,0.0,0.0,does thee think thee could stand it six months
f5tts,4970-29095-0011,4970,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0869565217391304,Does he think he could stand it six months?
xtts,4970-29095-0011,4970,0.0,0.0,0.0,0.0,0.0,Does thee think thee could stand it six months?
chatterbox,4970-29095-0011,4970,0.0,0.0,0.0,0.0,0.0,Does thee think thee could stand it six months?
indextts,4970-29095-0011,4970,0.0,0.0,0.0,0.0,0.0,Does thee think thee could stand it six months?
cosyvoice3,4970-29095-0011,4970,0.0,0.0,0.0,0.0,0.0,Does thee think thee could stand it six months?
real,4970-29095-0032,4970,0.0,0.0,0.0,0.0,0.0,but philip is honest and he has talent enough if he will stop scribbling to make his way
f5tts,4970-29095-0032,4970,0.0,0.0,0.0,0.0,0.0,But Philip is honest and he has talent enough if he will stop scribbling to make his way.
xtts,4970-29095-0032,4970,0.0,0.0,0.0,0.0,0.0,"But Philip is honest, and he has talent enough if he will stop scribbling to make his way."
chatterbox,4970-29095-0032,4970,0.0,0.0,0.0,0.0,0.0,but philip is honest and he has talent enough if he will stop scribbling to make his way
indextts,4970-29095-0032,4970,0.0,0.0,0.0,0.0,0.0,but philip is honest and he has talent enough if he will stop scribbling to make his way
cosyvoice3,4970-29095-0032,4970,0.0,0.0,0.0,0.0,0.0,but philip is honest and he has talent enough if he will stop scribbling to make his way
real,4970-29095-0022,4970,0.0,0.0,0.0,0.0,0.0,is thee going to the yearly meeting ruth asked one of the girls
f5tts,4970-29095-0022,4970,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0317460317460317,Is he going to the yearly meeting Ruth asked one of the girls?
xtts,4970-29095-0022,4970,0.0,0.0,0.0,0.0,0.0,Is thee going to the yearly meeting?  Ruth asked one of the girls.
chatterbox,4970-29095-0022,4970,0.0,0.0,0.0,0.0,0.0,"Is thee going to the yearly meeting, Ruth asked one of the girls."
indextts,4970-29095-0022,4970,0.0,0.0,0.0,0.0,0.0,Is thee going to the yearly meeting?  Ruth asked one of the girls.
cosyvoice3,4970-29095-0022,4970,0.0,0.0,0.0,0.0,0.0,is thee going to the yearly meeting ruth asked one of the girls
real,4970-29093-0012,4970,0.0,0.0,0.0,0.0,0.0,but philip did afford it and he wrote thanking his friends and declining because he said the political scheme would fail and ought to fail
f5tts,4970-29093-0012,4970,0.0,0.0,0.0,0.0,0.0,but philip did afford it and he wrote thanking his friends and declining because he said the political scheme would fail and ought to fail
xtts,4970-29093-0012,4970,0.04,0.04,0.0,0.0,0.0144927536231884,But Philip did afford it and he wrote thanking his friends in declining  because he said the political scheme would fail and ought to fail.
chatterbox,4970-29093-0012,4970,0.0,0.0,0.0,0.0,0.0,"But Philip did afford it, and he wrote thanking his friends and declining  because he said the political scheme would fail and ought to fail."
indextts,4970-29093-0012,4970,0.0,0.0,0.0,0.0,0.0,but philip did afford it and he wrote thanking his friends and declining because he said the political scheme would fail and ought to fail
cosyvoice3,4970-29093-0012,4970,0.0,0.0,0.0,0.0,0.0,but philip did afford it and he wrote thanking his friends and declining because he said the political scheme would fail and ought to fail
real,4970-29095-0036,4970,0.0,0.0,0.0,0.0,0.0,has thee consulted thy mother about a career i suppose it is a career thee wants
f5tts,4970-29095-0036,4970,0.0,0.0,0.0,0.0,0.0,Has thee consulted thy mother about a career?  I suppose it is a career thee wants.
xtts,4970-29095-0036,4970,0.0,0.0,0.0,0.0,0.0,Has thee consulted thy mother about a career?  I suppose it is a career thee wants.
chatterbox,4970-29095-0036,4970,0.0,0.0,0.0,0.0,0.0,Has thee consulted thy mother about a career? I suppose it is a career thee wants?
indextts,4970-29095-0036,4970,0.0,0.0,0.0,0.0,0.0,Has thee consulted thy mother about a career? I suppose it is a career thee wants.
cosyvoice3,4970-29095-0036,4970,0.0,0.0,0.0,0.0,0.0,Has thee consulted thy mother about a career? I suppose it is a career thee wants.
real,4970-29093-0009,4970,0.0,0.0,0.0,0.0,0.0,philip therefore read diligently in the astor library planned literary works that should compel attention and nursed his genius
f5tts,4970-29093-0009,4970,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0078740157480314,philip therefore read diligently in the astor library planned literary works that should compel attention and nurse his genius
xtts,4970-29093-0009,4970,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0078740157480314,"Philip therefore read, diligently, in the Astor Library, planned literary works that  should compel attention and nurse his genius."
chatterbox,4970-29093-0009,4970,0.0,0.0,0.0,0.0,0.0,philip therefore read diligently in the astor library planned literary works that should compel attention and nursed his genius
indextts,4970-29093-0009,4970,0.0,0.0,0.0,0.0,0.0,philip therefore read diligently in the astor library planned literary works that should compel attention and nursed his genius
cosyvoice3,4970-29093-0009,4970,0.0,0.0,0.0,0.0,0.0,philip therefore read diligently in the astor library planned literary works that should compel attention and nursed his genius
real,4970-29093-0000,4970,0.0,0.0,0.0,0.0,0.0,You'll never dig it out of the Astor Library.
f5tts,4970-29093-0000,4970,0.0,0.0,0.0,0.0,0.0,You'll never dig it out of the Astor Library.
xtts,4970-29093-0000,4970,0.0,0.0,0.0,0.0,0.0,You'll never dig it out of the Astor Library.
chatterbox,4970-29093-0000,4970,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0227272727272727,You'll never dig it out of the Aster library.
indextts,4970-29093-0000,4970,0.0,0.0,0.0,0.0,0.0,You'll never dig it out of the Astor Library.
cosyvoice3,4970-29093-0000,4970,0.0,0.0,0.0,0.0,0.0,You'll never dig it out of the Astor Library.
real,4970-29093-0013,4970,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0314960629921259,and he went back to his books and to his waiting for an opening large enough for his dignified entrance into the literary world  you
f5tts,4970-29093-0013,4970,0.0,0.0,0.0,0.0,0.0,And he went back to his books and to his waiting for an opening large enough for his dignified entrance into the literary world.
xtts,4970-29093-0013,4970,0.0,0.0,0.0,0.0,0.0,and he went back to his books and to his waiting for an opening large enough for  his dignified entrance into the literary world
chatterbox,4970-29093-0013,4970,0.0,0.0,0.0,0.0,0.0,and he went back to his books and to his waiting for an opening large enough for his dignified entrance into the literary world
indextts,4970-29093-0013,4970,0.0,0.0,0.0,0.0,0.0,and he went back to his books and to his waiting for an opening large enough for his dignified entrance into the literary world
cosyvoice3,4970-29093-0013,4970,0.0,0.0,0.0,0.0,0.0,and he went back to his books and to his waiting for an opening large enough for his dignified entrance into the literary world
real,4970-29095-0014,4970,0.0,0.0,0.0,0.0,0.0,where thee and thy family are known
f5tts,4970-29095-0014,4970,0.0,0.0,0.0,0.0,0.0,Where thee and thy family are known.
xtts,4970-29095-0014,4970,0.0,0.0,0.0,0.0,0.0,where thee and thy family are known.
chatterbox,4970-29095-0014,4970,0.0,0.0,0.0,0.0,0.0,Where thee and thy family are known.
indextts,4970-29095-0014,4970,0.0,0.0,0.0,0.0,0.0,where thee and thy family are known.
cosyvoice3,4970-29095-0014,4970,0.0,0.0,0.0,0.0,0.0,where thee and thy family are known.
real,1995-1837-0010,1995,0.0,0.0,0.0,0.0,0.0,"Perhaps she too might be there, waiting, weeping."
f5tts,1995-1837-0010,1995,0.0,0.0,0.0,0.0,0.0,"Perhaps she too might be there waiting, weeping."
xtts,1995-1837-0010,1995,0.0,0.0,0.0,0.0,0.0,Perhaps she too might be there waiting weeping.
chatterbox,1995-1837-0010,1995,0.0,0.0,0.0,0.0,0.0,perhaps she too might be there waiting weeping
indextts,1995-1837-0010,1995,0.0,0.0,0.0,0.0,0.0,Perhaps she too might be there waiting weeping.
cosyvoice3,1995-1837-0010,1995,0.0,0.0,0.0,0.0,0.0,"Perhaps she too might be there waiting, weeping."
real,1995-1826-0025,1995,0.375,0.25,0.125,0.0,0.0975609756097561,sometime you tell me please won't you
f5tts,1995-1826-0025,1995,0.25,0.125,0.125,0.0,0.024390243902439,"Sometime you'll tell me please, won't you?"
xtts,1995-1826-0025,1995,0.25,0.125,0.125,0.0,0.024390243902439,"Sometime you'll tell me, please, won't you?"
chatterbox,1995-1826-0025,1995,0.25,0.125,0.125,0.0,0.024390243902439,"Sometime you'll tell me, please won't you?"
indextts,1995-1826-0025,1995,0.25,0.125,0.125,0.0,0.024390243902439,"Sometime you'll tell me, please, won't you?"
cosyvoice3,1995-1826-0025,1995,0.25,0.125,0.125,0.0,0.024390243902439,"Sometime you'll tell me, please, won't you?"
real,1995-1836-0014,1995,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0300751879699248,"Fortunately, said Mr. Vanderpool, Northerners and Southerners are arriving at a better mutual understanding on most of these matters."
f5tts,1995-1836-0014,1995,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0300751879699248,"Fortunately, said Mr. Vanderpool, Northerners and Southerners are arriving at a better mutual understanding on most of these matters."
xtts,1995-1836-0014,1995,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0300751879699248,"Fortunately, said Mr. Vanderpool, northerners and southerners  are arriving at a better mutual understanding on most of these matters."
chatterbox,1995-1836-0014,1995,0.1052631578947368,0.1052631578947368,0.0,0.0,0.037593984962406,fortunately said mr vanderpoel northerners and southerners are arriving at a better mutual understanding on most of these matters
indextts,1995-1836-0014,1995,0.1052631578947368,0.1052631578947368,0.0,0.0,0.037593984962406,fortunately said mr vanderpoel northerners and southerners are arriving at a better mutual understanding on most of these matters
cosyvoice3,1995-1836-0014,1995,0.1052631578947368,0.1052631578947368,0.0,0.0,0.037593984962406,fortunately said mr vanderpoel northerners and southerners are arriving at a better mutual understanding on most of these matters
real,1995-1837-0004,1995,0.0,0.0,0.0,0.0,0.0,"He panted to know if she too knew, or knew and cared not, or cared and knew not."
f5tts,1995-1837-0004,1995,0.0,0.0,0.0,0.0,0.0,He panted to know if she too knew or knew and cared not or cared and knew not.
xtts,1995-1837-0004,1995,0.0,0.0,0.0,0.0,0.0,"He panted to know if she too knew or knew, and cared not or cared and knew not."
chatterbox,1995-1837-0004,1995,0.0,0.0,0.0,0.0,0.0,he panted to know if she too knew or knew and cared not or cared and knew not
indextts,1995-1837-0004,1995,0.0,0.0,0.0,0.0,0.0,he panted to know if she too knew or knew and cared not or cared and knew not
cosyvoice3,1995-1837-0004,1995,0.0,0.0,0.0,0.0,0.0,he panted to know if she too knew or knew and cared not or cared and knew not
real,1995-1836-0000,1995,0.0909090909090909,0.0909090909090909,0.0,0.0,0.075187969924812,"The Honorable Charles Smith, Miss Sarah's brother, was walking swiftly uptown from Mr. Easterly's Wall Street office and his face was pale."
f5tts,1995-1836-0000,1995,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0300751879699248,the hon charles smith miss sarah's brother was walking swiftly uptown from mr easterly's wall street office and his face was pale
xtts,1995-1836-0000,1995,0.1363636363636363,0.0909090909090909,0.0454545454545454,0.0,0.0601503759398496,"Leon Charles Smith, Miss Sarah's brother, was walking swiftly uptown from Mr. Easterly's Wall Street office and his face was pale."
chatterbox,1995-1836-0000,1995,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0300751879699248,the hon charles smith miss sarah's brother was walking swiftly uptown from mr easterly's wall street office and his face was pale
indextts,1995-1836-0000,1995,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0300751879699248,the hon charles smith miss sarah's brother was walking swiftly uptown from mr easterly's wall street office and his face was pale
cosyvoice3,1995-1836-0000,1995,0.1363636363636363,0.1363636363636363,0.0,0.0,0.0977443609022556,"The Honorable Carl Smith, Miss Sarah's brother, was walking swiftly uptown from Mr. Easterly's Wall Street office, and his face was pale."
real,1995-1826-0011,1995,0.0,0.0,0.0,0.0,0.0,here she was teaching dirty children and the smell of confused odors and bodily perspiration was to her at times unbearable
f5tts,1995-1826-0011,1995,0.0,0.0,0.0,0.0,0.0,here she was teaching dirty children and the smell of confused odors and bodily perspiration was to her at times unbearable
xtts,1995-1826-0011,1995,0.0,0.0,0.0,0.0,0.0,"Here she was teaching dirty children, and the smell of confused odors and bodily perspiration  was to her at times unbearable."
chatterbox,1995-1826-0011,1995,0.0,0.0,0.0,0.0,0.0,here she was teaching dirty children and the smell of confused odors and bodily perspiration was to her at times unbearable
indextts,1995-1826-0011,1995,0.0,0.0,0.0,0.0,0.0,here she was teaching dirty children and the smell of confused odors and bodily perspiration was to her at times unbearable
cosyvoice3,1995-1826-0011,1995,0.0,0.0,0.0,0.0,0.0,"Here she was, teaching dirty children, and the smell of confused odors and bodily perspiration was, to her, at times unbearable."
real,1995-1826-0002,1995,0.0,0.0,0.0,0.0,0.0,"John Taylor, who had supported her through college, was interested in cotton."
f5tts,1995-1826-0002,1995,0.0,0.0,0.0,0.0,0.0,"John Taylor, who had supported her through college, was interested in cotton."
xtts,1995-1826-0002,1995,0.0,0.0,0.0,0.0,0.0,"John Taylor, who had supported her through college, was interested in cotton."
chatterbox,1995-1826-0002,1995,0.0,0.0,0.0,0.0,0.0,john taylor who had supported her through college was interested in cotton
indextts,1995-1826-0002,1995,0.0,0.0,0.0,0.0,0.0,"John Taylor, who had supported her through college, was interested in cotton."
cosyvoice3,1995-1826-0002,1995,0.0,0.0,0.0,0.0,0.0,"John Taylor, who had supported her through college, was interested in cotton."
real,1995-1836-0003,1995,0.0,0.0,0.0,0.0,0.0,she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others
f5tts,1995-1836-0003,1995,0.0,0.0,0.0,0.0,0.0,she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others
xtts,1995-1836-0003,1995,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0149253731343283,"She was not herself a notably intelligent woman.  She greatly admired intelligence, or whatever looked to her like intelligence and others."
chatterbox,1995-1836-0003,1995,0.0,0.0,0.0,0.0,0.0,she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others
indextts,1995-1836-0003,1995,0.0,0.0,0.0,0.0,0.0,she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others
cosyvoice3,1995-1836-0003,1995,0.0,0.0,0.0,0.0,0.0,"She was not herself a notably intelligent woman.  She greatly admired intelligence, or whatever looked to her like intelligence in others."
real,1995-1826-0013,1995,0.0,0.0,0.0,0.0,0.0,so for the hundredth time she was thinking to-day as she walked alone up the lane back of the barn and then slowly down through the bottoms
f5tts,1995-1826-0013,1995,0.0,0.0,0.0,0.0,0.0,so for the hundredth time she was thinking to-day as she walked alone up the lane back of the barn and then slowly down through the bottoms
xtts,1995-1826-0013,1995,0.0,0.0,0.0,0.0,0.0,So for the hundredth time she was thinking today  as she walked alone up the lane back of the barn  and then slowly down through the bottoms.
chatterbox,1995-1826-0013,1995,0.0,0.0,0.0,0.0,0.0,so for the hundredth time she was thinking to-day as she walked alone up the lane back of the barn and then slowly down through the bottoms
indextts,1995-1826-0013,1995,0.037037037037037,0.0,0.0,0.037037037037037,0.0289855072463768,so for the hundredth time she was thinking to-day as she walked alone up the lane back of the barn and then slowly down through the bottoms  you
cosyvoice3,1995-1826-0013,1995,0.0,0.0,0.0,0.0,0.0,so for the hundredth time she was thinking to-day as she walked alone up the lane back of the barn and then slowly down through the bottoms
real,1995-1836-0009,1995,0.0,0.0,0.0,0.0,0.0,"But, Cresswell added significantly, capacity differs enormously between races."
f5tts,1995-1836-0009,1995,0.0,0.0,0.0,0.0,0.0,But Cresswell added significantly capacity differs enormously between races.
